"Customer","CustomerId","CustomerNumber","PartyType","links"
"Jane Fagan","100000000395810","1046","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395810', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395810', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Computer Service and Rentals","100000000395811","10060-A","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395811', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395811', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Evelyn Duncan","100000000395812","1048","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395812', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395812', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"John Hunter","100000000395813","1049","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395813', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395813', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Alain de Champs","100000000395814","1050","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395814', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395814', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jo Chang","100000000395817","1053","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395817', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395817', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Bank of America","300000047314441","11","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047314441', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047314441', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"New York","300000047314444","12","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047314444', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047314444', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Dixon Industries","100000000395818","59300","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395818', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395818', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jeremy Simmons","100000000395820","1056","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395820', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395820', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Simone Rengard","100000000395821","1057","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395821', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395821', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jane Hutchins","100000000395824","1060","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395824', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395824', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Nicole Martin","100000000395825","1061","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395825', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395825', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"DJ Manufacturing","100000000395826","42420","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395826', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395826', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Carmella Kingman","100000000395827","1063","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395827', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395827', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Easy Solutions","100000000395829","10020","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395829', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395829', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Darlene Davis","100000000395830","1066","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395830', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395830', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ellis Cable","100000000395831","70050","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395831', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395831', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Andrea Tam","100000000395832","1068","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395832', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395832', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Nancy Carmichael","100000000395834","1070","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395834', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395834', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Nancy Carmichael","100000000395835","1071","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395835', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395835', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Hilman and Associates","100000000395836","10040","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395836', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395836', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"François Faure","100000000395840","1076","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395840', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395840', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Intercompany","100000000395841","90040","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395841', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395841', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Andrew McAnulty","100000000395842","1078","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395842', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395842', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"VERTEX","100000000106079","100000000106080","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000106079', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000106079', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Laura Miller","100000000395844","1080","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395844', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395844', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Phoebe Rosen","100000000395846","1082","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395846', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395846', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"LAF Enterprises","100000000395847","64901","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395847', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395847', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Harvey Clayton","100000000395848","1084","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395848', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395848', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"ABC Telecommunications","100000000395801","26160","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395801', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395801', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Consolidated Services","100000000395816","70010","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395816', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395816', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jeremy Sandler","100000000395793","1029","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395793', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395793', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Karen Curtis","300000047401441","2014","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047401441', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047401441', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Charles Harrod","300000047394930","2015","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047394930', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047394930', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Erin Lyman","100000000398170","2017","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398170', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398170', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Quest Automation Ltd","100000000398172","80060","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398172', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398172', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Marie Renaux","100000000398174","2021","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398174', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398174', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Chen  Limited","100000000398175","32640","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398175', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398175', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Sean Kelly","100000000398176","2023","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398176', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398176', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Laboratoires Montague","100000000398177","50010","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398177', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398177', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Danielle LeFranc","100000000398178","2025","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398178', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398178', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Guillaume DeChaux","100000000398180","2027","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398180', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398180', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
